,city,state,date, pm25, o3, pm10, no2, so2, co
50941,Jackson,Mississippi,2021-04-02,25.0,37.0,14.0,,1.0,2.0
12679,Denver,Colorado,2021-04-02,30.0,19.0,16.0,6.0,,3.0
73742,Raleigh,North Carolina,2021-04-02,19.0,35.0,6.0,1.0,1.0,1.0
103663,Richmond,Virginia,2021-04-02,20.0,17.0,,,,
53443,Jefferson City,Missouri,2021-04-02,17.0,,,12.0,,2.0
91934,Columbia,South Carolina,2021-04-02,,35.0,,,,1.0
100529,Salt Lake City,Utah,2021-04-02,41.0,40.0,,12.0,,
23185,Honolulu,Hawaii,2021-04-02,15.0,24.0,,,,
42661,Annapolis,Maryland,2021-04-02,13.0,,,4.0,,
4933,Phoenix,Arizona,2021-04-02,38.0,39.0,38.0,,,3.0
45169,Boston,Massachusetts,2021-04-02,23.0,28.0,,10.0,,1.0
129,Montgomery,Alabama,2021-04-02,22.0,37.0,,,,
25731,Boise,Idaho,2021-04-02,17.0,,29.0,,,3.0
80922,Oklahoma City,Oklahoma,2021-04-02,82.0,,44.0,14.0,,6.0
60851,Carson City,Nevada,2021-04-02,22.0,,,,,
97915,Austin,Texas,2021-04-02,26.0,,,,,
68877,Santa Fe,New Mexico,2021-04-02,26.0,41.0,,,,
15089,Hartford,Connecticut,2021-04-02,12.0,13.0,6.0,,,
48232,Lansing,Michigan,2021-04-02,,31.0,,1.0,,
48462,Saint Pau,Minnesota,2021-04-02,25.0,,,,,
40258,Augusta,Maine,2021-04-02,14.0,,,,,
114011,Cheyenne,Wyoming,2021-04-02,21.0,42.0,11.0,5.0,,
101146,Montpelier,Vermont,2021-04-02,14.0,33.0,,,,1.0
10102,Sacramento,California,2021-04-02,37.0,,,3.0,,
32221,Des Moines,Iowa,2021-04-02,29.0,40.0,,3.0,,
63521,Concord,New Hampshire,2021-04-02,11.0,30.0,7.0,,,1.0
83354,Salem,Oregon,2021-04-02,50.0,,,,,
2501,Juneau,Alaska,2021-04-02,15.0,,4.0,,,
34768,Topeka,Kansas,2021-04-02,50.0,51.0,43.0,,,
93455,Pierre,South Dakota,2021-04-02,6.0,,,,,
65998,Trenton,New Jersey,2021-04-02,7.0,34.0,,,,
109215,Olympia,Washington,2021-04-02,22.0,35.0,,,,
106369,Olympia,Washington,2021-04-02,31.0,,8.0,,,
29727,Indianapolis,Idiana,2021-04-02,23.0,28.0,,14.0,,5.0
97916,Austin,Texas,2021-04-03,49.0,,,,,
22721,Atlanta,Georgia,2021-04-03,27.0,41.0,,,1.0,
45170,Boston,Massachusetts,2021-04-03,25.0,33.0,,16.0,,2.0
12680,Denver,Colorado,2021-04-03,28.0,20.0,12.0,4.0,,2.0
32222,Des Moines,Iowa,2021-04-03,46.0,45.0,,4.0,,
73743,Raleigh,North Carolina,2021-04-03,12.0,38.0,9.0,7.0,7.0,2.0
63522,Concord,New Hampshire,2021-04-03,15.0,35.0,8.0,,,1.0
53444,Jefferson City,Missouri,2021-04-03,39.0,,,9.0,,2.0
100530,Salt Lake City,Utah,2021-04-03,32.0,39.0,,7.0,,
4934,Phoenix,Arizona,2021-04-03,31.0,43.0,31.0,,,4.0
68878,Santa Fe,New Mexico,2021-04-03,27.0,39.0,,,,
60852,Carson City,Nevada,2021-04-03,30.0,,,,,
109216,Olympia,Washington,2021-04-03,21.0,37.0,,,,
20083,Tallahassee,Florida,2021-04-03,54.0,20.0,,,,
29728,Indianapolis,Idiana,2021-04-03,33.0,38.0,,7.0,,5.0
48033,Lansing,Michigan,2021-04-03,25.0,33.0,,7.0,,
111372,Madison,Wisconsin,2021-04-03,50.0,43.0,33.0,,1.0,
34769,Topeka,Kansas,2021-04-03,68.0,52.0,49.0,,,
103664,Richmond,Virginia,2021-04-03,17.0,17.0,,3.0,,
68038,Trenton,New Jersey,2021-04-03,,35.0,,2.0,,
58447,Lincoln,Nebraska,2021-04-03,84.0,,,,,
9834,Little Rock,Arkansas,2021-04-03,,37.0,,,,
10103,Sacramento,California,2021-04-03,28.0,,,1.0,,
55954,Helena,Montana,2021-04-03,27.0,,,,,
39619,Baton Rouge,Louisiana,2021-04-03,32.0,45.0,19.0,1.0,,4.0
48463,Saint Pau,Minnesota,2021-04-03,44.0,,,,,
15090,Hartford,Connecticut,2021-04-03,15.0,16.0,9.0,4.0,,
37202,Frankfort,Kentucky,2021-04-03,25.0,37.0,,,,
76182,Bismarck,North Dakota,2021-04-03,34.0,33.0,32.0,2.0,2.0,1.0
50942,Jackson,Mississippi,2021-04-03,33.0,41.0,22.0,,1.0,3.0
101147,Montpelier,Vermont,2021-04-03,15.0,34.0,,,,1.0
95652,Nashville,Tennessee,2021-04-03,29.0,,,,,
83355,Salem,Oregon,2021-04-03,31.0,,,,,
80923,Oklahoma City,Oklahoma,2021-04-03,82.0,,28.0,12.0,,6.0
91935,Columbia,South Carolina,2021-04-03,,31.0,,,1.0,2.0
28243,Springfield,Illinois,2021-04-03,35.0,,,,,
42662,Annapolis,Maryland,2021-04-03,9.0,,,9.0,,
114012,Cheyenne,Wyoming,2021-04-03,15.0,42.0,10.0,2.0,,
2502,Juneau,Alaska,2021-04-03,15.0,,7.0,,,
23186,Honolulu,Hawaii,2021-04-03,13.0,21.0,,,,
19781,Dover,Delaware,2021-04-03,,35.0,,,,
88458,Providence,Rhode Island,2021-04-03,14.0,37.0,,7.0,,1.0
106370,Olympia,Washington,2021-04-03,17.0,,12.0,,,
93456,Pierre,South Dakota,2021-04-03,23.0,,,,,
78631,Columbus,Ohio,2021-04-03,25.0,37.0,,,,
130,Montgomery,Alabama,2021-04-03,22.0,42.0,,,,
40259,Augusta,Maine,2021-04-03,20.0,,,,,
25732,Boise,Idaho,2021-04-03,20.0,,27.0,,1.0,3.0
25733,Boise,Idaho,2021-04-04,24.0,,24.0,,,
34770,Topeka,Kansas,2021-04-04,88.0,40.0,43.0,,,
80924,Oklahoma City,Oklahoma,2021-04-04,51.0,,21.0,8.0,,5.0
93457,Pierre,South Dakota,2021-04-04,12.0,,,,,
15091,Hartford,Connecticut,2021-04-04,21.0,18.0,16.0,6.0,,
17599,Dover,Delaware,2021-04-04,18.0,45.0,,,,
55955,Helena,Montana,2021-04-04,35.0,,,,,
65999,Trenton,New Jersey,2021-04-04,23.0,44.0,,5.0,,
53445,Jefferson City,Missouri,2021-04-04,42.0,,,7.0,,1.0
28244,Springfield,Illinois,2021-04-04,38.0,,,,,
73744,Raleigh,North Carolina,2021-04-04,25.0,45.0,15.0,8.0,8.0,2.0
2503,Juneau,Alaska,2021-04-04,20.0,,4.0,,,
63523,Concord,New Hampshire,2021-04-04,19.0,36.0,11.0,,,1.0
39620,Baton Rouge,Louisiana,2021-04-04,53.0,46.0,22.0,,,3.0
100531,Salt Lake City,Utah,2021-04-04,35.0,37.0,,4.0,,
97917,Austin,Texas,2021-04-04,28.0,,,,,
109217,Olympia,Washington,2021-04-04,29.0,48.0,,,,
76183,Bismarck,North Dakota,2021-04-04,36.0,34.0,28.0,2.0,2.0,1.0
78632,Columbus,Ohio,2021-04-04,36.0,42.0,,,,
95653,Nashville,Tennessee,2021-04-04,56.0,,,,,
60853,Carson City,Nevada,2021-04-04,26.0,41.0,,,,
103665,Richmond,Virginia,2021-04-04,22.0,21.0,,4.0,,
48464,Saint Pau,Minnesota,2021-04-04,62.0,,,,,
83356,Salem,Oregon,2021-04-04,40.0,,,,,
68879,Santa Fe,New Mexico,2021-04-04,22.0,42.0,,,,
32223,Des Moines,Iowa,2021-04-04,65.0,43.0,,6.0,,
45171,Boston,Massachusetts,2021-04-04,24.0,33.0,,16.0,,3.0
10104,Sacramento,California,2021-04-04,24.0,,,1.0,,
106371,Olympia,Washington,2021-04-04,34.0,,7.0,,,
22722,Atlanta,Georgia,2021-04-04,41.0,44.0,,,1.0,
114013,Cheyenne,Wyoming,2021-04-04,9.0,39.0,10.0,2.0,,
9835,Little Rock,Arkansas,2021-04-04,,40.0,,,,
4935,Phoenix,Arizona,2021-04-04,32.0,44.0,32.0,,,4.0
101148,Montpelier,Vermont,2021-04-04,13.0,38.0,,,1.0,1.0
29729,Indianapolis,Idiana,2021-04-04,47.0,40.0,,10.0,,6.0
37203,Frankfort,Kentucky,2021-04-04,26.0,36.0,,,,
23187,Honolulu,Hawaii,2021-04-04,15.0,32.0,,,,
58448,Lincoln,Nebraska,2021-04-04,38.0,,,,,
50943,Jackson,Mississippi,2021-04-04,51.0,43.0,28.0,,1.0,4.0
12681,Denver,Colorado,2021-04-04,23.0,16.0,10.0,3.0,,2.0
88459,Providence,Rhode Island,2021-04-04,23.0,38.0,,13.0,,2.0
42663,Annapolis,Maryland,2021-04-04,18.0,,,11.0,,
131,Montgomery,Alabama,2021-04-04,36.0,43.0,,,,
91936,Columbia,South Carolina,2021-04-04,,38.0,,,,2.0
40260,Augusta,Maine,2021-04-04,21.0,,,,,
111373,Madison,Wisconsin,2021-04-04,73.0,54.0,45.0,,1.0,
20084,Tallahassee,Florida,2021-04-04,43.0,20.0,,,,
42664,Annapolis,Maryland,2021-04-05,38.0,,,12.0,,
97918,Austin,Texas,2021-04-05,32.0,,,,,
2504,Juneau,Alaska,2021-04-05,16.0,,2.0,,,
109218,Olympia,Washington,2021-04-05,42.0,50.0,,,,
78633,Columbus,Ohio,2021-04-05,41.0,49.0,,,,
58449,Lincoln,Nebraska,2021-04-05,40.0,,,,,
91937,Columbia,South Carolina,2021-04-05,,43.0,,,1.0,3.0
22723,Atlanta,Georgia,2021-04-05,54.0,49.0,,,1.0,
73745,Raleigh,North Carolina,2021-04-05,37.0,48.0,20.0,6.0,6.0,2.0
10105,Sacramento,California,2021-04-05,25.0,,,1.0,,
53446,Jefferson City,Missouri,2021-04-05,63.0,,,10.0,,2.0
60854,Carson City,Nevada,2021-04-05,16.0,34.0,,,,
114014,Cheyenne,Wyoming,2021-04-05,10.0,41.0,13.0,1.0,,
34771,Topeka,Kansas,2021-04-05,75.0,35.0,29.0,,,
29730,Indianapolis,Idiana,2021-04-05,59.0,42.0,,13.0,,6.0
15092,Hartford,Connecticut,2021-04-05,42.0,19.0,14.0,,,
88460,Providence,Rhode Island,2021-04-05,22.0,39.0,,1.0,,1.0
48465,Saint Pau,Minnesota,2021-04-05,65.0,,,,,
106372,Olympia,Washington,2021-04-05,13.0,,9.0,,,
40261,Augusta,Maine,2021-04-05,28.0,,,,,
100532,Salt Lake City,Utah,2021-04-05,31.0,30.0,,6.0,,
95654,Nashville,Tennessee,2021-04-05,51.0,,,,,
37204,Frankfort,Kentucky,2021-04-05,26.0,43.0,,,,
132,Montgomery,Alabama,2021-04-05,48.0,45.0,,,,
68880,Santa Fe,New Mexico,2021-04-05,23.0,43.0,,,,
4936,Phoenix,Arizona,2021-04-05,38.0,39.0,38.0,,,3.0
83357,Salem,Oregon,2021-04-05,23.0,,,,,
93458,Pierre,South Dakota,2021-04-05,10.0,,,,,
32224,Des Moines,Iowa,2021-04-05,77.0,39.0,,2.0,,
45172,Boston,Massachusetts,2021-04-05,27.0,33.0,,13.0,,
80925,Oklahoma City,Oklahoma,2021-04-05,40.0,,24.0,10.0,,6.0
25734,Boise,Idaho,2021-04-05,33.0,,32.0,,,2.0
20085,Tallahassee,Florida,2021-04-05,39.0,22.0,,,,
66000,Trenton,New Jersey,2021-04-05,40.0,41.0,,3.0,,
12682,Denver,Colorado,2021-04-05,23.0,18.0,16.0,4.0,,2.0
101149,Montpelier,Vermont,2021-04-05,25.0,36.0,,,1.0,
48034,Lansing,Michigan,2021-04-05,127.0,2.0,,21.0,,
39621,Baton Rouge,Louisiana,2021-04-05,52.0,47.0,22.0,1.0,,3.0
76184,Bismarck,North Dakota,2021-04-05,32.0,30.0,28.0,3.0,3.0,1.0
111374,Madison,Wisconsin,2021-04-05,96.0,36.0,27.0,,1.0,
55956,Helena,Montana,2021-04-05,32.0,,,,,
50944,Jackson,Mississippi,2021-04-05,62.0,40.0,30.0,,1.0,2.0
103666,Richmond,Virginia,2021-04-05,43.0,21.0,,3.0,,
63524,Concord,New Hampshire,2021-04-05,28.0,36.0,10.0,,,1.0
23188,Honolulu,Hawaii,2021-04-05,20.0,35.0,,,,
17600,Dover,Delaware,2021-04-05,35.0,43.0,,,,
28245,Springfield,Illinois,2021-04-05,72.0,,,,,
9836,Little Rock,Arkansas,2021-04-05,,29.0,,,,
114015,Cheyenne,Wyoming,2021-04-06,10.0,32.0,19.0,1.0,,
9837,Little Rock,Arkansas,2021-04-06,,27.0,,,,
32225,Des Moines,Iowa,2021-04-06,51.0,32.0,,3.0,,
22724,Atlanta,Georgia,2021-04-06,48.0,50.0,,,1.0,
42665,Annapolis,Maryland,2021-04-06,32.0,,,13.0,,
37205,Frankfort,Kentucky,2021-04-06,45.0,40.0,,,,
17601,Dover,Delaware,2021-04-06,33.0,44.0,,,,
106373,Olympia,Washington,2021-04-06,19.0,,8.0,,,
50945,Jackson,Mississippi,2021-04-06,63.0,28.0,20.0,,1.0,1.0
10106,Sacramento,California,2021-04-06,18.0,,,3.0,,
68881,Santa Fe,New Mexico,2021-04-06,22.0,43.0,,,,
133,Montgomery,Alabama,2021-04-06,55.0,42.0,,,,
83358,Salem,Oregon,2021-04-06,20.0,,,,,
95655,Nashville,Tennessee,2021-04-06,51.0,,,,,
55957,Helena,Montana,2021-04-06,19.0,,,,,
97919,Austin,Texas,2021-04-06,34.0,,,,,
63525,Concord,New Hampshire,2021-04-06,20.0,31.0,6.0,,,1.0
28246,Springfield,Illinois,2021-04-06,54.0,,,,,
73746,Raleigh,North Carolina,2021-04-06,47.0,49.0,25.0,10.0,10.0,4.0
88461,Providence,Rhode Island,2021-04-06,22.0,34.0,,3.0,,1.0
12683,Denver,Colorado,2021-04-06,22.0,14.0,30.0,3.0,,1.0
39622,Baton Rouge,Louisiana,2021-04-06,48.0,30.0,19.0,1.0,,1.0
48035,Lansing,Michigan,2021-04-06,66.0,35.0,,6.0,,
93459,Pierre,South Dakota,2021-04-06,14.0,,,,,
91938,Columbia,South Carolina,2021-04-06,,50.0,,,,2.0
80926,Oklahoma City,Oklahoma,2021-04-06,37.0,,23.0,8.0,,6.0
15093,Hartford,Connecticut,2021-04-06,32.0,16.0,10.0,1.0,,
66001,Trenton,New Jersey,2021-04-06,35.0,42.0,,6.0,,
2505,Juneau,Alaska,2021-04-06,7.0,,3.0,,,
48466,Saint Pau,Minnesota,2021-04-06,51.0,,,,,
53447,Jefferson City,Missouri,2021-04-06,52.0,,,8.0,,3.0
60855,Carson City,Nevada,2021-04-06,14.0,36.0,,,,
40262,Augusta,Maine,2021-04-06,12.0,,,,,
76185,Bismarck,North Dakota,2021-04-06,29.0,31.0,19.0,2.0,2.0,1.0
45173,Boston,Massachusetts,2021-04-06,26.0,28.0,,11.0,,1.0
101150,Montpelier,Vermont,2021-04-06,23.0,28.0,,,,
34772,Topeka,Kansas,2021-04-06,46.0,30.0,28.0,,,
100533,Salt Lake City,Utah,2021-04-06,46.0,33.0,,3.0,,
4937,Phoenix,Arizona,2021-04-06,32.0,36.0,32.0,,,1.0
29731,Indianapolis,Idiana,2021-04-06,81.0,36.0,,10.0,,5.0
20086,Tallahassee,Florida,2021-04-06,48.0,21.0,,,,
23189,Honolulu,Hawaii,2021-04-06,21.0,35.0,,,,
103667,Richmond,Virginia,2021-04-06,42.0,24.0,,4.0,,
58450,Lincoln,Nebraska,2021-04-06,23.0,,,,,
109219,Olympia,Washington,2021-04-06,54.0,47.0,,,,
25735,Boise,Idaho,2021-04-06,16.0,,20.0,,1.0,2.0
111375,Madison,Wisconsin,2021-04-06,55.0,39.0,24.0,,,
78634,Columbus,Ohio,2021-04-06,58.0,45.0,,,,
91939,Columbia,South Carolina,2021-04-07,,48.0,,,1.0,3.0
15094,Hartford,Connecticut,2021-04-07,19.0,16.0,9.0,4.0,,
93460,Pierre,South Dakota,2021-04-07,9.0,,,,,
103668,Richmond,Virginia,2021-04-07,51.0,25.0,,2.0,,
80927,Oklahoma City,Oklahoma,2021-04-07,39.0,,18.0,1.0,,3.0
34773,Topeka,Kansas,2021-04-07,46.0,35.0,9.0,,,
66002,Trenton,New Jersey,2021-04-07,24.0,35.0,,14.0,,
45174,Boston,Massachusetts,2021-04-07,18.0,23.0,,16.0,,2.0
25736,Boise,Idaho,2021-04-07,23.0,,23.0,,1.0,3.0
100534,Salt Lake City,Utah,2021-04-07,13.0,38.0,,10.0,,
53448,Jefferson City,Missouri,2021-04-07,54.0,,,5.0,,2.0
2506,Juneau,Alaska,2021-04-07,12.0,,4.0,,,
28247,Springfield,Illinois,2021-04-07,52.0,,,,,
63526,Concord,New Hampshire,2021-04-07,10.0,29.0,6.0,,,1.0
60856,Carson City,Nevada,2021-04-07,18.0,40.0,,,,
76186,Bismarck,North Dakota,2021-04-07,22.0,32.0,26.0,3.0,3.0,1.0
55958,Helena,Montana,2021-04-07,25.0,,,,,
95656,Nashville,Tennessee,2021-04-07,63.0,,,,,
39623,Baton Rouge,Louisiana,2021-04-07,32.0,31.0,19.0,1.0,,1.0
109220,Olympia,Washington,2021-04-07,51.0,44.0,,,,
88462,Providence,Rhode Island,2021-04-07,23.0,29.0,,11.0,,2.0
83359,Salem,Oregon,2021-04-07,28.0,,,,,
97920,Austin,Texas,2021-04-07,51.0,,,,,
73747,Raleigh,North Carolina,2021-04-07,55.0,54.0,27.0,12.0,12.0,4.0
78635,Columbus,Ohio,2021-04-07,55.0,42.0,,,,
48036,Lansing,Michigan,2021-04-07,66.0,37.0,,7.0,,
48467,Saint Pau,Minnesota,2021-04-07,35.0,,,,,
12684,Denver,Colorado,2021-04-07,37.0,17.0,10.0,3.0,,1.0
22725,Atlanta,Georgia,2021-04-07,61.0,43.0,,,1.0,
9838,Little Rock,Arkansas,2021-04-07,,24.0,,,,
101151,Montpelier,Vermont,2021-04-07,11.0,32.0,,,,
40263,Augusta,Maine,2021-04-07,14.0,,,,,
32226,Des Moines,Iowa,2021-04-07,43.0,34.0,,4.0,,
114016,Cheyenne,Wyoming,2021-04-07,16.0,24.0,4.0,1.0,,
37206,Frankfort,Kentucky,2021-04-07,56.0,39.0,,,,
29732,Indianapolis,Idiana,2021-04-07,69.0,28.0,,9.0,,6.0
106374,Olympia,Washington,2021-04-07,18.0,,6.0,,,
4938,Phoenix,Arizona,2021-04-07,26.0,41.0,26.0,,,2.0
23190,Honolulu,Hawaii,2021-04-07,17.0,30.0,,,,
58451,Lincoln,Nebraska,2021-04-07,25.0,,,,,
10107,Sacramento,California,2021-04-07,29.0,,,1.0,,
68882,Santa Fe,New Mexico,2021-04-07,27.0,43.0,,,,
20087,Tallahassee,Florida,2021-04-07,79.0,17.0,,,,
134,Montgomery,Alabama,2021-04-07,60.0,37.0,,,,
42666,Annapolis,Maryland,2021-04-07,31.0,,,22.0,,
111376,Madison,Wisconsin,2021-04-07,49.0,32.0,24.0,,1.0,
50946,Jackson,Mississippi,2021-04-07,46.0,27.0,20.0,,1.0,1.0
17602,Dover,Delaware,2021-04-07,31.0,39.0,,,,
95657,Nashville,Tennessee,2021-04-08,63.0,,,,,
17603,Dover,Delaware,2021-04-08,31.0,32.0,,,,
40264,Augusta,Maine,2021-04-08,17.0,,,,,
50947,Jackson,Mississippi,2021-04-08,40.0,35.0,23.0,,1.0,1.0
111377,Madison,Wisconsin,2021-04-08,53.0,29.0,10.0,,,
109221,Olympia,Washington,2021-04-08,51.0,45.0,,,,
37207,Frankfort,Kentucky,2021-04-08,61.0,35.0,,,,
83360,Salem,Oregon,2021-04-08,19.0,,,,,
55959,Helena,Montana,2021-04-08,29.0,,,,,
97921,Austin,Texas,2021-04-08,50.0,,,,,
2507,Juneau,Alaska,2021-04-08,12.0,,3.0,,,
101152,Montpelier,Vermont,2021-04-08,8.0,32.0,,,,
66003,Trenton,New Jersey,2021-04-08,31.0,34.0,,8.0,,
20088,Tallahassee,Florida,2021-04-08,46.0,16.0,,,,
12685,Denver,Colorado,2021-04-08,30.0,18.0,11.0,3.0,,2.0
135,Montgomery,Alabama,2021-04-08,55.0,33.0,,,,
80928,Oklahoma City,Oklahoma,2021-04-08,23.0,,21.0,3.0,,3.0
23191,Honolulu,Hawaii,2021-04-08,13.0,32.0,,,,
91940,Columbia,South Carolina,2021-04-08,,48.0,,,1.0,2.0
76187,Bismarck,North Dakota,2021-04-08,27.0,32.0,23.0,4.0,4.0,1.0
4939,Phoenix,Arizona,2021-04-08,36.0,37.0,36.0,,,3.0
103669,Richmond,Virginia,2021-04-08,49.0,18.0,,,,
32227,Des Moines,Iowa,2021-04-08,35.0,24.0,,3.0,,
48037,Lansing,Michigan,2021-04-08,63.0,38.0,,6.0,,
25737,Boise,Idaho,2021-04-08,22.0,,23.0,,,3.0
68883,Santa Fe,New Mexico,2021-04-08,19.0,39.0,,,,
28248,Springfield,Illinois,2021-04-08,33.0,,,,,
9839,Little Rock,Arkansas,2021-04-08,,35.0,,,,
93461,Pierre,South Dakota,2021-04-08,7.0,,,,,
78636,Columbus,Ohio,2021-04-08,57.0,35.0,,,,
63527,Concord,New Hampshire,2021-04-08,11.0,32.0,8.0,,,1.0
22726,Atlanta,Georgia,2021-04-08,70.0,30.0,,,1.0,
48468,Saint Pau,Minnesota,2021-04-08,26.0,,,,,
42667,Annapolis,Maryland,2021-04-08,47.0,,,9.0,,
60857,Carson City,Nevada,2021-04-08,20.0,39.0,,,,
114017,Cheyenne,Wyoming,2021-04-08,15.0,42.0,11.0,1.0,,
39624,Baton Rouge,Louisiana,2021-04-08,36.0,45.0,17.0,,,1.0
34774,Topeka,Kansas,2021-04-08,20.0,26.0,6.0,,,
73748,Raleigh,North Carolina,2021-04-08,59.0,48.0,56.0,9.0,9.0,3.0
88463,Providence,Rhode Island,2021-04-08,21.0,33.0,,7.0,,1.0
58452,Lincoln,Nebraska,2021-04-08,12.0,,,,,
106375,Olympia,Washington,2021-04-08,7.0,,7.0,,,
88037,Harrisburg,Pennsylvania,2021-04-08,,35.0,32.0,5.0,,
15095,Hartford,Connecticut,2021-04-08,16.0,18.0,14.0,3.0,,
45175,Boston,Massachusetts,2021-04-08,21.0,27.0,,10.0,,1.0
10108,Sacramento,California,2021-04-08,24.0,,,2.0,,
53449,Jefferson City,Missouri,2021-04-08,36.0,,,6.0,,2.0
100535,Salt Lake City,Utah,2021-04-08,24.0,34.0,,6.0,,
29733,Indianapolis,Idiana,2021-04-08,64.0,29.0,,4.0,,5.0
15096,Hartford,Connecticut,2021-04-09,23.0,16.0,12.0,2.0,,
93462,Pierre,South Dakota,2021-04-09,6.0,,,,,
22727,Atlanta,Georgia,2021-04-09,56.0,29.0,,,1.0,
66004,Trenton,New Jersey,2021-04-09,27.0,27.0,,7.0,,
29734,Indianapolis,Idiana,2021-04-09,31.0,39.0,,5.0,,5.0
76188,Bismarck,North Dakota,2021-04-09,25.0,30.0,29.0,2.0,2.0,1.0
63528,Concord,New Hampshire,2021-04-09,15.0,37.0,9.0,,,1.0
32228,Des Moines,Iowa,2021-04-09,12.0,20.0,,1.0,,
95658,Nashville,Tennessee,2021-04-09,22.0,,,,,
23192,Honolulu,Hawaii,2021-04-09,14.0,29.0,,,,
42668,Annapolis,Maryland,2021-04-09,18.0,,,9.0,,
136,Montgomery,Alabama,2021-04-09,28.0,26.0,,,,
80929,Oklahoma City,Oklahoma,2021-04-09,25.0,,36.0,12.0,,6.0
20089,Tallahassee,Florida,2021-04-09,45.0,11.0,,,,
28249,Springfield,Illinois,2021-04-09,25.0,,,,,
34775,Topeka,Kansas,2021-04-09,13.0,36.0,13.0,,,
53450,Jefferson City,Missouri,2021-04-09,20.0,,,10.0,,2.0
25738,Boise,Idaho,2021-04-09,17.0,,18.0,,1.0,4.0
48469,Saint Pau,Minnesota,2021-04-09,16.0,,,,,
100536,Salt Lake City,Utah,2021-04-09,27.0,42.0,,5.0,,
2508,Juneau,Alaska,2021-04-09,10.0,,2.0,,,
48038,Lansing,Michigan,2021-04-09,59.0,34.0,,4.0,,
103670,Richmond,Virginia,2021-04-09,25.0,16.0,,,,
111378,Madison,Wisconsin,2021-04-09,26.0,16.0,6.0,,,
78637,Columbus,Ohio,2021-04-09,56.0,38.0,,,,
10109,Sacramento,California,2021-04-09,23.0,,,2.0,,
85837,Harrisburg,Pennsylvania,2021-04-09,19.0,24.0,14.0,2.0,,
50948,Jackson,Mississippi,2021-04-09,35.0,29.0,23.0,,1.0,1.0
91941,Columbia,South Carolina,2021-04-09,,44.0,,,,1.0
101153,Montpelier,Vermont,2021-04-09,10.0,42.0,,,,1.0
97922,Austin,Texas,2021-04-09,55.0,,,,,
73749,Raleigh,North Carolina,2021-04-09,82.0,40.0,25.0,3.0,3.0,2.0
106376,Olympia,Washington,2021-04-09,9.0,,7.0,,,
40265,Augusta,Maine,2021-04-09,13.0,,,,,
114018,Cheyenne,Wyoming,2021-04-09,14.0,36.0,4.0,3.0,,
60858,Carson City,Nevada,2021-04-09,17.0,38.0,,,,
83361,Salem,Oregon,2021-04-09,11.0,,,,,
88464,Providence,Rhode Island,2021-04-09,23.0,33.0,,4.0,,1.0
58453,Lincoln,Nebraska,2021-04-09,6.0,,,,,
68884,Santa Fe,New Mexico,2021-04-09,28.0,40.0,,,,
9840,Little Rock,Arkansas,2021-04-09,,25.0,,,,
12686,Denver,Colorado,2021-04-09,20.0,15.0,15.0,2.0,,1.0
39625,Baton Rouge,Louisiana,2021-04-09,37.0,22.0,23.0,,,1.0
17604,Dover,Delaware,2021-04-09,16.0,29.0,,,,
109222,Olympia,Washington,2021-04-09,61.0,41.0,,,,
37208,Frankfort,Kentucky,2021-04-09,38.0,40.0,,,,
45176,Boston,Massachusetts,2021-04-09,17.0,28.0,,14.0,,2.0
4940,Phoenix,Arizona,2021-04-09,38.0,40.0,38.0,,,3.0
55960,Helena,Montana,2021-04-09,30.0,,,,,
12687,Denver,Colorado,2021-04-10,20.0,16.0,10.0,5.0,,2.0
2509,Juneau,Alaska,2021-04-10,13.0,,6.0,,,
66005,Trenton,New Jersey,2021-04-10,18.0,33.0,,6.0,,
68885,Santa Fe,New Mexico,2021-04-10,14.0,39.0,,,,
88465,Providence,Rhode Island,2021-04-10,19.0,35.0,,2.0,,1.0
32229,Des Moines,Iowa,2021-04-10,7.0,26.0,,2.0,,
20090,Tallahassee,Florida,2021-04-10,33.0,14.0,,,,
10110,Sacramento,California,2021-04-10,30.0,,,1.0,,
101154,Montpelier,Vermont,2021-04-10,16.0,41.0,,,,1.0
50949,Jackson,Mississippi,2021-04-10,49.0,37.0,14.0,,1.0,
40266,Augusta,Maine,2021-04-10,14.0,,,,,
106377,Olympia,Washington,2021-04-10,11.0,,7.0,,,
17605,Dover,Delaware,2021-04-10,15.0,35.0,,,,
37209,Frankfort,Kentucky,2021-04-10,27.0,33.0,,,,
9841,Little Rock,Arkansas,2021-04-10,,29.0,,,,
58454,Lincoln,Nebraska,2021-04-10,15.0,,,,,
22728,Atlanta,Georgia,2021-04-10,40.0,24.0,,,1.0,
29735,Indianapolis,Idiana,2021-04-10,31.0,26.0,,7.0,,5.0
15097,Hartford,Connecticut,2021-04-10,17.0,16.0,14.0,1.0,,
111379,Madison,Wisconsin,2021-04-10,17.0,20.0,6.0,,,
100537,Salt Lake City,Utah,2021-04-10,14.0,37.0,,9.0,,
23193,Honolulu,Hawaii,2021-04-10,13.0,31.0,,,,
42669,Annapolis,Maryland,2021-04-10,14.0,,,7.0,,
80930,Oklahoma City,Oklahoma,2021-04-10,53.0,,15.0,9.0,,7.0
48470,Saint Pau,Minnesota,2021-04-10,27.0,,,,,
85838,Harrisburg,Pennsylvania,2021-04-10,29.0,25.0,13.0,1.0,,
91942,Columbia,South Carolina,2021-04-10,,31.0,,,,1.0
63529,Concord,New Hampshire,2021-04-10,17.0,38.0,12.0,,1.0,2.0
